Date,ETHOpen,ETHHigh,ETHLow,volumeto,volumefrom,TBondsOpenValue,IndexFutures,InflationRateValue,UnemploymentValue,FedFundRateValue,GDP,SandPValue
2016-12-31,8.16,8.23,7.92,1105687.52,137420.77,149.875,102.255,1.693,4.7,0.55,18036.65,2246.4
2017-01-01,8.05,8.54,8.02,1347147.44,162635.97,149.875,102.255,2.075,4.7,0.55,18569.1,2246.4
2017-01-02,8.14,8.47,8.03,1292250.03,156606.04,149.875,102.255,2.075,4.8,0.55,18569.1,2246.4
2017-01-03,8.33,9.94,8.18,5292231.64,571218.0,149.875,102.255,2.075,4.8,0.66,18569.1,2246.4
2017-01-04,9.59,10.89,9.31,7005140.85,668352.35,150.21875,102.795,2.075,4.8,0.66,18569.1,2239.7
2017-01-05,10.88,11.63,9.07,9120265.2,869504.52,150.625,103.37,2.075,4.8,0.66,18569.1,2252.7
2017-01-06,10.2,10.42,9.44,3477359.84,348103.81,150.90625,102.07,2.075,4.8,0.66,18569.1,2264.5
2017-01-07,10.07,10.12,9.47,1942619.39,198160.0,152.875,101.47,2.075,4.8,0.66,18569.1,2265.3
2017-01-08,9.78,10.39,9.67,1933043.21,191334.34,152.875,101.47,2.075,4.8,0.66,18569.1,2265.3
2017-01-09,10.27,10.75,10.03,2324307.18,222512.84,152.875,101.47,2.075,4.8,0.66,18569.1,2265.3
2017-01-10,10.2,10.68,10.23,1592370.3,151430.67,151.71875,102.16,2.075,4.8,0.66,18569.1,2272.0
2017-01-11,10.55,10.72,9.49,3510206.11,351692.89,152.8125,101.785,2.075,4.8,0.66,18569.1,2263.0
2017-01-12,9.83,10.23,9.14,2340175.9,244170.16,152.65625,101.985,2.075,4.8,0.66,18569.1,2264.2
2017-01-13,9.81,9.9,9.47,1201195.82,124371.63,152.8125,101.645,2.075,4.8,0.66,18569.1,2268.2
2017-01-14,9.78,9.91,9.63,610220.36,62667.78,152.59375,101.38,2.075,4.8,0.66,18569.1,2264.5
2017-01-15,9.78,9.99,9.73,466935.89,47446.58,152.59375,101.38,2.075,4.8,0.66,18569.1,2264.5
2017-01-16,9.88,10.12,9.55,857365.28,87968.07,152.59375,101.38,2.075,4.8,0.66,18569.1,2264.5
2017-01-17,9.59,10.53,9.56,2847715.06,280999.87,152.59375,101.32,2.075,4.8,0.66,18569.1,2264.5
2017-01-18,10.14,10.46,9.91,1986053.75,194995.48,152.0625,101.34,2.075,4.8,0.66,18569.1,2266.2
2017-01-19,10.19,10.52,10.17,1181087.98,114204.82,153.28125,100.23,2.075,4.8,0.66,18569.1,2263.2
2017-01-20,10.43,10.75,10.31,1630007.87,154181.07,151.375,101.33,2.075,4.8,0.66,18569.1,2266.0
2017-01-21,10.6,11.0,10.54,1663670.87,154151.84,150.78125,100.94,2.075,4.8,0.66,18569.1,2261.9
2017-01-22,10.91,11.01,10.6,1443235.01,133890.8,150.78125,100.94,2.075,4.8,0.66,18569.1,2261.9
2017-01-23,10.71,10.96,10.63,1035512.94,96166.45,150.78125,100.94,2.075,4.8,0.66,18569.1,2261.9
2017-01-24,10.78,10.87,10.49,1330265.52,125290.45,150.78125,100.575,2.075,4.8,0.66,18569.1,2262.3
2017-01-25,10.51,10.65,10.4,864774.47,82282.71,152.0625,99.885,2.075,4.8,0.66,18569.1,2260.8
2017-01-26,10.51,10.67,10.48,940417.45,89098.36,150.84375,100.13,2.075,4.8,0.66,18569.1,2276.9
2017-01-27,10.65,10.67,10.41,1060899.57,100982.8,149.6875,99.69,2.075,4.8,0.66,18569.1,2292.7
2017-01-28,10.51,10.57,10.44,764915.1,73008.33,149.90625,100.41,2.075,4.8,0.66,18569.1,2292.1
2017-01-29,10.54,10.56,10.44,412832.22,39351.73,149.90625,100.41,2.075,4.8,0.66,18569.1,2292.1
2017-01-30,10.47,10.77,10.42,1369992.2,129400.76,149.90625,100.41,2.075,4.8,0.66,18569.1,2292.1
2017-01-31,10.62,10.8,10.53,2020510.49,190048.36,150.46875,100.33,2.075,4.8,0.56,18569.1,2283.1
2017-02-01,10.71,10.87,10.53,2367496.35,220944.16,150.15625,100.3,2.5,4.8,0.66,18569.1,2276.0
2017-02-02,10.71,10.92,10.57,2738130.48,253645.4,150.6875,99.535,2.5,4.7,0.66,18569.1,2276.0
2017-02-03,10.78,10.95,10.55,2590189.72,238476.61,150.53125,99.45,2.5,4.7,0.66,18569.1,2270.7
2017-02-04,10.95,11.4,10.88,2507121.92,223661.5,150.5,99.79,2.5,4.7,0.66,18569.1,2273.5
2017-02-05,11.32,11.39,11.1,904300.16,80557.88,150.5,99.79,2.5,4.7,0.66,18569.1,2273.5
2017-02-06,11.22,11.39,11.18,970692.97,86056.75,150.5,99.79,2.5,4.7,0.66,18569.1,2273.5
2017-02-07,11.32,11.55,11.26,1481700.25,129780.16,150.40625,99.61,2.5,4.7,0.66,18569.1,2290.9
2017-02-08,11.45,11.6,11.11,1842031.94,162470.22,151.53125,99.92,2.5,4.7,0.66,18569.1,2286.0
2017-02-09,11.39,11.49,10.53,3312153.14,303533.03,152.15625,100.395,2.5,4.7,0.66,18569.1,2285.0
2017-02-10,10.94,11.44,10.81,1955534.7,176157.32,153.5,100.22,2.5,4.7,0.66,18569.1,2290.7
2017-02-11,11.34,11.45,11.28,1131595.65,99700.65,152.28125,100.6,2.5,4.7,0.66,18569.1,2304.0
2017-02-12,11.43,11.49,11.34,679904.69,59766.91,152.28125,100.6,2.5,4.7,0.66,18569.1,2304.0
2017-02-13,11.42,11.49,11.19,1044736.73,92414.71,152.28125,100.6,2.5,4.7,0.66,18569.1,2304.0
2017-02-14,11.39,14.05,11.32,8633943.17,694347.97,151.84375,100.78,2.5,4.7,0.66,18569.1,2316.0
2017-02-15,13.0,13.68,12.63,3998609.0,310263.53,151.3125,100.91,2.5,4.7,0.66,18569.1,2325.5
2017-02-16,12.97,13.06,12.64,26181931.8,2035678.87,150.75,101.235,2.5,4.7,0.66,18569.1,2335.8
2017-02-17,12.95,12.94,12.68,2015038.64,157465.53,150.09375,100.865,2.5,4.7,0.66,18569.1,2348.5
2017-02-18,12.72,12.89,12.71,1270318.22,99183.87,150.78125,100.45,2.5,4.7,0.66,18569.1,2345.0
2017-02-19,12.83,12.92,12.74,1028415.29,79992.21,150.78125,100.45,2.5,4.7,0.66,18569.1,2345.0
2017-02-20,12.82,12.9,12.48,1980817.76,155135.12,150.78125,100.45,2.5,4.7,0.66,18569.1,2345.0
2017-02-21,12.52,12.84,12.25,2738193.49,216773.59,150.78125,100.68,2.5,4.7,0.66,18569.1,2345.0
2017-02-22,12.77,12.9,12.62,1724079.53,135387.41,151.4375,100.99,2.5,4.7,0.66,18569.1,2347.4
2017-02-23,12.69,13.3,12.64,2869257.92,221592.54,151.21875,101.28,2.5,4.7,0.66,18569.1,2360.0
2017-02-24,13.13,13.29,12.72,3472766.16,265438.72,151.40625,101.27,2.5,4.7,0.66,18569.1,2362.3
2017-02-25,13.11,13.78,12.97,3554709.69,263934.92,152.03125,100.98,2.5,4.7,0.66,18569.1,2359.4
2017-02-26,13.57,14.65,13.37,4621619.85,328409.76,152.03125,100.98,2.5,4.7,0.66,18569.1,2359.4
2017-02-27,14.59,16.09,14.3,8252909.85,551363.78,152.03125,100.98,2.5,4.7,0.66,18569.1,2359.4
2017-02-28,15.55,16.75,15.19,19857331.85,1253508.43,153.28125,101.04,2.5,4.7,0.57,18569.1,2364.3
2017-03-01,16.07,17.65,15.68,13731714.76,844865.11,152.71875,101.165,2.738,4.7,0.66,18569.1,2366.0
2017-03-02,17.55,19.64,16.58,19994584.45,1091778.86,152.28125,101.38,2.738,4.5,0.66,18569.1,2365.0
2017-03-03,19.08,21.06,17.81,24152328.49,1228424.54,150.9375,101.735,2.738,4.5,0.66,18569.1,2393.5
2017-03-04,19.48,20.19,18.56,7413157.39,383765.3,150.5,101.995,2.738,4.5,0.66,18569.1,2379.9
2017-03-05,18.61,19.4,18.1,5782306.44,307796.26,150.5,101.995,2.738,4.5,0.66,18569.1,2379.9
2017-03-06,19.22,20.3,19.0,10247940.36,516776.0,150.5,101.995,2.738,4.5,0.66,18569.1,2379.9
2017-03-07,19.75,19.81,18.52,11143090.95,581719.83,150.46875,101.355,2.738,4.5,0.66,18569.1,2375.3
2017-03-08,18.91,18.93,16.51,13176714.44,744408.07,150.21875,101.625,2.738,4.5,0.66,18569.1,2372.8
2017-03-09,16.54,18.13,15.94,9124768.56,532796.89,149.96875,101.66,2.738,4.5,0.66,18569.1,2362.5
2017-03-10,17.71,19.68,16.57,25211751.17,1365580.33,149.125,102.045,2.738,4.5,0.66,18569.1,2363.2
2017-03-11,19.13,21.64,18.72,16305702.25,808945.16,147.84375,101.79,2.738,4.5,0.66,18569.1,2376.0
2017-03-12,21.45,23.81,21.2,18139890.29,810416.18,147.84375,101.79,2.738,4.5,0.66,18569.1,2376.0
2017-03-13,23.31,31.04,23.3,62404918.78,2259579.53,147.84375,101.79,2.738,4.5,0.66,18569.1,2376.0
2017-03-14,28.45,29.88,26.91,20686242.44,727787.41,148.3125,100.965,2.738,4.5,0.66,18569.1,2373.3
2017-03-15,28.58,35.32,28.31,41558801.55,1312919.91,147.5,101.07,2.738,4.5,0.66,18569.1,2368.5
2017-03-16,35.18,46.55,34.76,110340100.2,2726645.09,148.0625,101.3,2.738,4.5,0.91,18569.1,2372.0
2017-03-17,45.51,54.88,34.55,126403905.93,2813509.21,149.78125,100.17,2.738,4.5,0.91,18569.1,2388.0
2017-03-18,44.48,45.24,30.63,78375178.99,2112492.29,148.9375,99.92,2.738,4.5,0.91,18569.1,
2017-03-19,34.0,45.55,33.4,66179861.75,1656354.27,148.9375,99.92,2.738,4.5,0.91,18569.1,
2017-03-20,43.12,45.51,40.93,36051939.83,832582.16,148.9375,99.92,2.738,4.5,0.91,18569.1,
2017-03-21,42.51,43.8,41.68,20719388.86,484366.03,150.25,99.93,2.738,4.5,0.91,18569.1,2373.0
2017-03-22,42.67,42.94,38.56,24709533.87,608057.78,150.125,99.85,2.738,4.5,0.91,18569.1,2368.0
2017-03-23,41.65,44.26,40.59,23891682.97,563076.3,151.71875,99.42,2.738,4.5,0.91,18569.1,2337.4
2017-03-24,43.2,53.74,42.77,73808171.33,1528088.17,150.65625,99.445,2.738,4.5,0.91,18569.1,2344.6
2017-03-25,53.19,53.59,47.62,54975694.06,1087149.29,150.5,99.49,2.738,4.5,0.91,18569.1,2348.7
2017-03-26,50.62,51.68,48.45,23147171.07,463494.42,150.5,99.49,2.738,4.5,0.91,18569.1,2348.7
2017-03-27,50.63,51.72,48.33,24298571.55,486365.93,150.5,99.49,2.738,4.5,0.91,18569.1,2348.7
2017-03-28,49.06,50.55,48.5,22561201.8,455379.64,150.90625,99.155,2.738,4.5,0.91,18569.1,2336.8
2017-03-29,50.25,53.97,50.08,38472526.6,735947.3,151.34375,98.93,2.738,4.5,0.91,18569.1,2340.4
2017-03-30,53.07,53.63,51.36,21489377.75,410830.36,150.53125,99.38,2.738,4.5,0.91,18569.1,2353.0
2017-03-31,51.91,52.22,46.83,37271970.09,754720.51,151.28125,99.775,2.738,4.5,0.82,18569.1,2357.7
2017-04-01,49.91,51.77,48.65,16332366.72,324783.37,150.4375,100.17,2.381,4.5,0.82,18569.1,2365.0
2017-04-02,50.6,51.15,47.58,29315614.03,594491.89,150.4375,100.17,2.381,4.4,0.82,18569.1,2365.0
2017-04-03,48.55,48.76,42.49,44841678.65,983867.93,150.4375,100.17,2.381,4.4,0.91,18569.1,2365.0
2017-04-04,44.13,45.97,41.28,30705300.81,705613.77,150.96875,100.165,2.381,4.4,0.91,18569.1,2358.8
2017-04-05,44.43,47.49,44.12,21702217.01,471198.53,152.3125,100.16,2.381,4.4,0.91,18569.1,2351.2
2017-04-06,44.9,45.87,40.99,23956305.12,549154.4,151.5625,100.26,2.381,4.4,0.91,18569.1,2353.9
2017-04-07,43.23,44.58,41.58,12658079.21,295057.05,151.875,100.165,2.381,4.4,0.91,18569.1,2343.0
2017-04-08,42.31,45.77,42.17,12638180.0,283406.41,151.75,100.505,2.381,4.4,0.91,18569.1,2349.0
2017-04-09,44.37,44.73,42.79,7984771.99,182403.63,151.75,100.505,2.381,4.4,0.91,18569.1,2349.0
2017-04-10,43.72,44.57,42.49,9252478.8,212490.27,151.75,100.505,2.381,4.4,0.91,18569.1,2349.0
2017-04-11,43.74,44.43,43.47,6477981.6,147047.4,151.375,101.01,2.381,4.4,0.91,18569.1,2352.9
2017-04-12,43.74,47.89,43.26,22030599.81,477208.91,151.6875,100.72,2.381,4.4,0.91,18569.1,2353.0
2017-04-13,46.38,51.04,46.14,28170249.76,573009.19,152.96875,100.465,2.381,4.4,0.91,18569.1,2348.0
2017-04-14,49.97,50.1,46.53,15807873.07,327571.5,153.90625,99.875,2.381,4.4,0.91,18569.1,2339.0
2017-04-15,47.32,62.03,46.89,10687561.53,219461.56,153.90625,99.875,2.381,4.4,0.91,18569.1,2339.0
2017-04-16,48.89,49.23,47.54,4563693.07,93749.24,153.90625,99.875,2.381,4.4,0.91,18569.1,2339.0
2017-04-17,48.22,48.53,47.57,8322156.32,170663.65,153.90625,99.875,2.381,4.4,0.91,18569.1,2339.0
2017-04-18,47.94,50.25,47.75,22065841.78,436070.52,154.1875,100.28,2.381,4.4,0.91,18569.1,2325.0
2017-04-19,49.88,50.5,46.86,19057555.2,380316.93,153.5625,100.14,2.381,4.4,0.91,18569.1,2344.1
2017-04-20,47.88,49.56,47.51,15519870.97,312069.94,155.28125,99.285,2.381,4.4,0.91,18569.1,2340.0
2017-04-21,49.36,49.46,48.09,9824903.87,196921.85,154.5625,99.585,2.381,4.4,0.91,18569.1,2334.0
2017-04-22,48.27,48.94,47.98,7451077.72,149803.37,154.28125,99.545,2.381,4.4,0.91,18569.1,2352.9
2017-04-23,48.41,48.92,47.91,8709584.13,172577.23,154.28125,99.545,2.381,4.4,0.91,18569.1,2352.9
2017-04-24,48.75,50.41,48.72,12211894.49,238228.15,154.28125,99.545,2.381,4.4,0.91,18569.1,2352.9
2017-04-25,49.94,50.61,49.79,8566119.69,167430.9,153.0625,99.0,2.381,4.4,0.91,18569.1,2364.5
2017-04-26,50.09,54.61,50.01,28727738.92,531522.95,153.40625,98.795,2.381,4.4,0.91,18569.1,2371.9
2017-04-27,53.28,63.42,52.43,45226868.8,750748.42,152.21875,98.555,2.381,4.4,0.91,18569.1,2384.5
2017-04-28,63.14,73.85,62.08,71238627.13,1041598.58,152.8125,98.69,2.381,4.4,0.83,18569.1,2381.6
2017-04-29,72.42,74.03,67.62,38785700.28,536860.87,152.71875,98.93,2.381,4.4,0.83,18569.1,2385.2
2017-04-30,69.83,81.26,69.28,45723362.68,599185.59,152.71875,98.93,2.381,4.4,0.83,18569.1,2385.2
2017-05-01,79.83,83.87,71.46,99260395.94,1236010.8,152.71875,98.93,2.2,4.4,0.91,18569.1,2385.2
2017-05-02,77.53,81.24,74.64,43090049.18,547108.24,152.96875,98.685,2.2,4.3,0.91,18569.1,2377.9
2017-05-03,77.25,80.96,75.4,38833085.88,486106.3,152.21875,98.78,2.2,4.3,0.91,18569.1,2385.6
2017-05-04,80.37,95.31,79.34,84572615.78,946431.09,153.0,98.6,2.2,4.3,0.91,18569.1,2384.2
2017-05-05,94.55,97.66,87.11,72828175.0,771791.02,152.5625,99.075,2.2,4.3,0.91,18569.1,2385.9
2017-05-06,90.79,95.6,90.56,30584898.98,328080.12,151.71875,98.48,2.2,4.3,0.91,18569.1,2379.4
2017-05-07,94.82,96.37,62.74,45495746.59,535325.03,151.71875,98.48,2.2,4.3,0.91,18569.1,2379.4
2017-05-08,90.46,93.45,80.93,50131802.94,558223.47,151.71875,98.48,2.2,4.3,0.91,18569.1,2379.4
2017-05-09,88.39,89.58,75.07,63784971.5,758163.5,151.5625,98.265,2.2,4.3,0.91,18569.1,2401.6
2017-05-10,86.27,91.32,84.99,28478144.16,321737.08,151.125,98.835,2.2,4.3,0.91,18569.1,2395.4
2017-05-11,87.83,90.55,85.77,32402025.29,369180.29,150.84375,99.16,2.2,4.3,0.91,18569.1,2389.4
2017-05-12,88.2,90.57,83.15,37700850.86,430272.67,150.59375,99.385,2.2,4.3,0.91,18569.1,2394.4
2017-05-13,85.15,88.59,81.81,18579547.98,215848.18,150.78125,99.35,2.2,4.3,0.91,18569.1,2390.8
2017-05-14,87.96,89.7,86.33,14701160.35,165043.86,150.78125,99.35,2.2,4.3,0.91,18569.1,2390.8
2017-05-15,88.72,94.3,86.75,50259306.03,555746.25,150.78125,99.35,2.2,4.3,0.91,18569.1,2390.8
2017-05-16,90.32,92.18,85.68,38782037.85,439109.0,151.5,98.805,2.2,4.3,0.91,18569.1,2389.0
2017-05-17,87.8,89.4,81.99,39565758.47,461291.81,151.3125,98.575,2.2,4.3,0.91,18569.1,2398.1
2017-05-18,86.98,96.1,86.69,46394766.22,495291.26,151.625,97.775,2.2,4.3,0.91,18569.1,2392.4
2017-05-19,95.88,129.47,95.73,130687977.2,1156200.73,153.6875,97.24,2.2,4.3,0.91,18569.1,2356.7
2017-05-20,124.38,129.07,120.61,63750018.33,509646.64,153.75,97.56,2.2,4.3,0.91,18569.1,2364.1
2017-05-21,123.06,148.6,121.72,110402028.57,813099.29,153.75,97.56,2.2,4.3,0.91,18569.1,2364.1
2017-05-22,148.0,181.46,133.38,274191653.75,1695380.88,153.75,97.56,2.2,4.3,0.91,18569.1,2364.1
2017-05-23,160.39,176.04,155.06,114242328.23,697270.37,153.9375,96.875,2.2,4.3,0.91,18569.1,2382.1
2017-05-24,169.5,201.15,167.81,175438578.03,940067.51,153.78125,96.615,2.2,4.3,0.91,18569.1,2390.8
2017-05-25,193.03,216.1,160.86,238787495.75,1244603.0,153.25,97.145,2.2,4.3,0.91,18569.1,2396.0
2017-05-26,177.33,197.67,141.56,180297613.5,1057854.77,153.75,96.75,2.2,4.3,0.91,18569.1,2404.0
2017-05-27,162.83,169.62,114.17,220037050.67,1551930.38,153.8125,96.99,2.2,4.3,0.91,18569.1,2412.9
2017-05-28,156.51,182.36,156.51,127225150.79,765913.66,153.8125,96.99,2.2,4.3,0.91,18569.1,2412.9
2017-05-29,172.86,197.74,165.36,117364507.62,649778.58,153.8125,96.99,2.2,4.3,0.91,18569.1,2412.9
2017-05-30,194.17,232.08,185.83,259513540.14,1246427.54,153.8125,97.17,2.2,4.3,0.91,18569.1,2412.9
2017-05-31,228.58,233.92,214.05,225740686.88,1010028.21,153.875,97.41,2.2,4.3,0.83,18569.1,2415.9
2017-06-01,228.64,235.52,208.0,188744370.55,855293.22,154.6875,97.135,1.872,4.3,0.91,18569.1,2411.0
2017-06-02,220.7,227.71,216.94,89635792.58,407207.46,154.96875,96.74,1.872,4.4,0.91,18569.1,2413.1
2017-06-03,222.04,226.41,218.79,55938007.46,253020.73,154.90625,96.96,1.872,4.4,0.91,18569.1,2429.6
2017-06-04,224.3,249.34,223.88,123696111.28,519826.47,154.90625,96.96,1.872,4.4,0.91,18569.1,2429.6
2017-06-05,244.96,248.62,241.5,83061054.37,339404.76,154.90625,96.96,1.872,4.4,0.91,18569.1,2429.6
2017-06-06,247.75,268.12,246.5,189040588.11,738103.3,156.28125,96.47,1.872,4.4,0.91,18569.1,2434.0
2017-06-07,264.26,264.8,246.17,115588722.19,449467.44,155.6875,96.535,1.872,4.4,0.91,18569.1,2433.0
2017-06-08,255.77,260.77,250.89,90124852.82,354113.99,156.375,96.315,1.872,4.4,0.91,18569.1,2431.9
2017-06-09,259.41,279.14,259.36,121471877.23,451368.51,155.75,96.455,1.872,4.4,0.91,18569.1,2431.4
2017-06-10,279.11,351.82,278.79,286877358.36,931148.98,155.90625,97.03,1.872,4.4,0.91,18569.1,2436.5
2017-06-11,335.95,351.21,314.39,215135870.25,639586.84,155.90625,97.03,1.872,4.4,0.91,18569.1,2436.5
2017-06-12,339.68,417.21,311.99,549683393.83,1509276.84,155.90625,97.03,1.872,4.4,0.91,18569.1,2436.5
2017-06-13,394.66,399.5,359.7,260123720.89,681665.87,155.5625,97.02,1.872,4.4,0.91,18569.1,2426.0
2017-06-14,388.09,393.62,317.23,348212541.18,973146.95,155.34375,96.91,1.872,4.4,0.91,18569.1,2436.0
2017-06-15,343.84,351.94,260.78,602112721.79,1945808.2,155.40625,96.725,1.872,4.4,1.16,18569.1,2443.0
2017-06-16,344.68,360.84,316.83,223997348.97,652504.83,157.0,96.625,1.872,4.4,1.16,18569.1,2422.0
2017-06-17,353.61,368.33,342.85,134453789.41,378375.61,156.625,97.19,1.872,4.4,1.16,18569.1,
2017-06-18,368.1,379.17,341.29,162855868.32,453364.71,156.625,97.19,1.872,4.4,1.16,18569.1,
2017-06-19,351.53,361.5,348.66,106180717.99,298728.2,156.625,97.19,1.872,4.4,1.16,18569.1,
2017-06-20,358.2,365.22,323.69,201343473.08,571693.85,156.9375,96.705,1.872,4.4,1.16,18569.1,2433.5
2017-06-21,350.53,352.83,138.5,305462617.14,978394.73,156.6875,97.0,1.872,4.4,1.16,18569.1,2449.0
2017-06-22,325.3,333.4,308.21,155828144.6,486700.58,157.5,97.195,1.872,4.4,1.16,18569.1,2436.0
2017-06-23,320.97,331.53,319.62,78597250.89,241098.57,156.34375,97.01,1.872,4.4,1.16,18569.1,2430.0
2017-06-24,326.85,330.28,298.73,114491120.56,366236.34,156.625,97.04,1.872,4.4,1.16,18569.1,2432.0
2017-06-25,304.54,309.98,253.3,222961091.7,794762.46,156.625,97.04,1.872,4.4,1.16,18569.1,2432.0
2017-06-26,279.36,293.55,209.55,444174618.98,1818268.14,156.625,97.04,1.872,4.4,1.16,18569.1,2432.0
2017-06-27,253.68,286.64,211.47,346738914.6,1425022.43,156.5625,96.735,1.872,4.4,1.16,18569.1,2435.5
2017-06-28,286.14,323.87,260.89,366875067.35,1257687.23,156.875,96.93,1.872,4.4,1.16,18569.1,2437.1
2017-06-29,315.86,322.28,285.89,249819374.85,829138.34,155.53125,95.925,1.872,4.4,1.16,18569.1,2419.0
2017-06-30,292.9,305.3,270.43,205409173.28,715498.52,154.90625,95.5,1.872,4.4,1.06,18569.1,2443.9
2017-07-01,280.68,281.81,253.18,214127111.59,812033.74,154.25,95.16,1.625,4.4,1.06,18569.1,2421.1
2017-07-02,261.0,293.3,254.19,189730463.06,705029.58,154.25,95.16,1.625,4.3,1.06,18569.1,2421.1
2017-07-03,283.99,284.31,272.64,139887958.58,503723.77,154.25,95.16,1.625,4.3,1.16,18569.1,2421.1
2017-07-04,276.41,282.32,265.21,141480666.78,515842.63,153.78125,95.205,1.625,4.3,1.16,18569.1,2427.3
2017-07-05,269.05,274.03,253.7,162838117.13,620794.42,153.78125,95.665,1.625,4.3,1.16,18569.1,2427.3
2017-07-06,266.0,274.55,261.57,106470793.34,400246.51,152.96875,95.68,1.625,4.3,1.16,18569.1,2427.0
2017-07-07,265.88,266.25,236.16,171183446.25,689172.67,153.40625,95.83,1.625,4.3,1.16,18569.1,2428.0
2017-07-08,240.94,248.35,230.96,139823006.33,583786.44,152.28125,95.43,1.625,4.3,1.16,18569.1,2410.5
2017-07-09,245.67,251.79,236.59,76538488.68,313936.23,152.28125,95.43,1.625,4.3,1.16,18569.1,2410.5
2017-07-10,237.72,240.09,188.21,274808713.13,1279710.77,152.28125,95.43,1.625,4.3,1.16,18569.1,2410.5
2017-07-11,205.76,216.16,175.21,368656185.14,1904168.17,151.78125,95.575,1.625,4.3,1.16,18569.1,2426.0
2017-07-12,190.55,227.06,181.62,289483936.34,1403985.29,151.9375,95.665,1.625,4.3,1.16,18569.1,2424.0
2017-07-13,224.15,226.66,193.2,196303864.51,949977.28,152.03125,95.235,1.625,4.3,1.16,18569.1,2422.9
2017-07-14,205.41,207.07,182.62,181470096.09,939689.54,152.875,95.205,1.625,4.3,1.16,18569.1,2444.2
2017-07-15,197.14,198.71,168.95,176484014.55,970745.65,152.25,95.32,1.625,4.3,1.16,18569.1,2446.0
2017-07-16,169.1,171.91,132.64,374176884.45,2453216.73,152.25,95.32,1.625,4.3,1.16,18569.1,2446.0
2017-07-17,155.42,190.26,154.25,352420261.18,2036812.69,152.25,95.32,1.625,4.3,1.16,18569.1,2446.0
2017-07-18,189.97,256.89,177.42,642203465.55,3019202.94,152.40625,94.635,1.625,4.3,1.16,18569.1,2457.1
2017-07-19,227.09,244.02,187.21,576048989.06,2682837.95,152.65625,94.515,1.625,4.3,1.16,18569.1,2458.5
2017-07-20,194.41,235.86,194.41,504434488.1,2295299.03,153.84375,94.285,1.625,4.3,1.16,18569.1,2459.1
2017-07-21,226.33,236.62,209.46,233383296.53,1045580.12,153.84375,94.395,1.625,4.3,1.16,18569.1,2470.0
2017-07-22,216.33,236.55,215.3,151128752.55,667429.85,154.1875,93.9,1.625,4.3,1.16,18569.1,2471.3
2017-07-23,230.47,234.17,220.3,128301932.65,563141.15,154.1875,93.9,1.625,4.3,1.16,18569.1,2471.3
2017-07-24,228.32,229.56,224.04,90165893.98,397799.34,154.1875,93.9,1.625,4.3,1.16,18569.1,2471.3
2017-07-25,225.48,225.98,192.64,285374761.65,1382784.11,154.625,93.52,1.625,4.3,1.16,18569.1,2466.0
2017-07-26,203.59,209.29,193.1,161659275.04,809346.64,154.1875,93.665,1.625,4.3,1.16,18569.1,2468.2
2017-07-27,202.88,205.68,198.93,102009361.91,504777.47,152.5,93.72,1.625,4.3,1.16,18569.1,2473.0
2017-07-28,202.93,203.93,189.77,123425467.06,631780.7,153.0625,93.105,1.625,4.3,1.16,18569.1,2477.4
2017-07-29,191.21,209.57,177.69,192325102.02,1010020.82,152.65625,93.5,1.625,4.3,1.16,18569.1,2462.6
2017-07-30,206.14,209.88,194.12,110586575.75,553749.07,152.65625,93.5,1.625,4.3,1.16,18569.1,2462.6
2017-07-31,196.78,201.78,190.53,103641349.39,528822.67,152.65625,93.5,1.625,4.3,1.07,18569.1,2462.6
2017-08-01,201.33,232.55,201.27,314260050.78,1444224.2,153.15625,92.955,1.72,4.3,1.16,18569.1,2474.0
2017-08-02,225.9,228.98,215.71,122967812.49,557162.98,152.9375,92.6,1.72,4.4,1.16,18569.1,2468.0
2017-08-03,218.12,228.08,217.84,93201219.53,417327.69,153.90625,92.74,1.72,4.4,1.16,18569.1,2474.1
2017-08-04,224.39,227.45,219.73,87804496.93,393605.18,153.96875,92.63,1.72,4.4,1.16,18569.1,2472.3
2017-08-05,220.6,258.47,219.72,251531536.79,1049623.56,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7
2017-08-06,253.09,272.22,251.79,219315844.17,839224.25,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7
2017-08-07,264.56,274.39,257.41,158590573.11,594385.57,155.125,92.49,1.72,4.4,1.16,18569.1,2470.7
2017-08-08,269.94,299.55,266.94,229459233.36,804213.25,154.125,93.15,1.72,4.4,1.16,18569.1,2476.1
2017-08-09,296.51,314.75,279.1,439031586.16,1476327.93,154.40625,93.07,1.72,4.4,1.16,18569.1,2476.1
2017-08-10,295.24,310.18,289.22,173781086.18,576082.58,154.1875,93.39,1.72,4.4,1.16,18569.1,2468.6
2017-08-11,298.28,310.36,295.94,146799311.1,486177.48,154.625,93.25,1.72,4.4,1.16,18569.1,2473.7
2017-08-12,309.32,319.14,303.71,198463746.02,634507.5,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1
2017-08-13,308.02,308.87,288.04,209757139.86,709286.89,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1
2017-08-14,296.62,306.3,294.74,138516552.98,461968.26,155.53125,93.1,1.72,4.4,1.16,18569.1,2436.1
2017-08-15,299.16,299.71,271.38,209502360.98,735205.53,155.40625,92.815,1.72,4.4,1.16,18569.1,2447.0
2017-08-16,286.52,303.29,280.66,143590085.64,487956.1,155.15625,93.2,1.72,4.4,1.16,18569.1,2463.1
